Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,0.09957958651356433,0.10641801408511538,0.09530604717184257,0.09915222972631454,6366416000,0.09915222972631454
1985-02-01,0.09915222750438489,0.10513595277965584,0.08462142944335938,0.08462142944335938,4733388800,0.08462142944335938
1985-03-01,0.08462142892800859,0.08889496814793724,0.07094533879946242,0.07564622908830643,4615587200,0.07564622908830643
1985-04-01,0.07564620522901727,0.07863844921704674,0.06709913519111468,0.07265473157167435,2868028800,0.07265473157167435
1985-05-01,0.07265472089873802,0.07607355069413624,0.057696578772526035,0.05940599367022514,4639129600,0.05940599367022514
1985-06-01,0.058123969423735294,0.06325221762658946,0.05043083249450976,0.061542801558971405,5811388800,0.061542801558971405
1985-07-01,0.06197013031224149,0.062397487027677084,0.05427776649594307,0.05427776649594307,2600595200,0.05427776649594307
1985-08-01,0.05427774883546054,0.05513245628207927,0.04957609040156234,0.051285505294799805,1818745600,0.051285505294799805
1985-09-01,0.0512855173509665,0.05897865080345097,0.050430809703423646,0.05385040491819382,1797196800,0.05385040491819382
1985-10-01,0.053850403781088095,0.06581707521859849,0.05128551626802097,0.063679538667202,3785913600,0.063679538667202
1985-11-01,0.0636795256431708,0.07094530648550523,0.0636795256431708,0.06880854070186615,2884672000,0.06880854070186615
1985-12-01,0.06880852494337775,0.07821106941598602,0.06581704668400673,0.07521882653236389,3571209600,0.07521882653236389
1986-01-01,0.07521886262579001,0.08462141161016827,0.0743641549567209,0.07906581461429596,6291801600,0.07906581461429596
1986-02-01,0.07906582475963564,0.09145984932301943,0.0782111169808946,0.08547613024711609,3420860800,0.08547613024711609
1986-03-01,0.08547611685922146,0.10128897576699837,0.08291199392461006,0.09658807516098022,4264332800,0.09658807516098022
1986-04-01,0.09658808557356285,0.11197358946444663,0.08975042938362607,0.10342652350664139,4462684800,0.10342652350664139
1986-05-01,0.10342653196277506,0.12821458190597484,0.10171711634899078,0.12650516629219055,4954051200,0.12650516629219055
1986-06-01,0.12650516044356055,0.13377017931934226,0.11111889138136276,0.12265820801258087,4063360000,0.12265820801258087
1986-07-01,0.12265818037065597,0.12906926036513702,0.10257179059228388,0.10684533417224884,5691638400,0.10684533417224884
1986-08-01,0.10641800643382014,0.1299239975197591,0.10470859082003586,0.12650516629219055,3643516800,0.12650516629219055
1986-09-01,0.1269324469658417,0.1269324469658417,0.10812735723643821,0.11453842371702194,3578198400,0.11453842371702194
1986-10-01,0.11411112249173357,0.12052142745316644,0.11026417032529717,0.11838466674089432,2984038400,0.11838466674089432
1986-11-01,0.11881205472162565,0.14103599024428468,0.11582056839487974,0.13676168024539948,5206163200,0.13676168024539948
1986-12-01,0.13676166155386352,0.15001115911006752,0.13377018704828067,0.1384718418121338,4762576000,0.1384718418121338
1987-01-01,0.13804449057407245,0.19574033757211984,0.1371890238044884,0.18975737690925598,8268915200,0.18975737690925598
1987-02-01,0.18975730977544245,0.24403429475481317,0.17650858100112218,0.2393334060907364,6616176000,0.2393334060907364
1987-03-01,0.2401881899448704,0.24104288062620696,0.21283601110177583,0.22052836418151855,5959318400,0.22052836418151855
1987-04-01,0.21540002634485095,0.2735239636219456,0.21326325500857882,0.2709598243236542,6813161600,0.2709598243236542
1987-05-01,0.2718146767821719,0.28121723325943854,0.24788132825103135,0.2701052725315094,3838956800,0.2701052725315094
1987-06-01,0.27222839181355485,0.2961981680540299,0.2602435036933173,0.27736443281173706,3497536000,0.27736443281173706
1987-07-01,0.2790764091777415,0.30647099243099024,0.24997059741861788,0.282501220703125,3070256000,0.282501220703125
1987-08-01,0.280788442268199,0.37153149799249413,0.2739403958455418,0.3698194921016693,3119300800,0.3698194921016693
1987-09-01,0.37544023512471236,0.40287023384460413,0.33258217394542305,0.38744059205055237,3075486400,0.38744059205055237
1987-10-01,0.38915493759207287,0.40972726472302223,0.18943478756929638,0.26486554741859436,6575699200,0.26486554741859436
1987-11-01,0.2657225925378382,0.27429453494250655,0.2091491505793821,0.22629301249980927,4234238400,0.22629301249980927
1987-12-01,0.23022240019042073,0.3006637406845888,0.20445134366552037,0.2886371910572052,4702264000,0.2886371910572052
1988-01-01,0.2937911143726565,0.31784421596618184,0.2628661600916033,0.2852012813091278,6221600000,0.2852012813091278
1988-02-01,0.28691923289674987,0.3006637397516169,0.2594301962481928,0.29550984501838684,3368467200,0.29550984501838684
1988-03-01,0.29781408642253704,0.3288000602902021,0.2668273310964946,0.2754349112510681,4882102400,0.2754349112510681
1988-04-01,0.2737135159218037,0.29178853152774786,0.26510595958139604,0.2823202908039093,3297929600,0.2823202908039093
1988-05-01,0.28059904590351986,0.29695348008073413,0.2573591801515084,0.2857638895511627,2638507200,0.2857638895511627
1988-06-01,0.28632926491691907,0.32255161391882203,0.28460451288254135,0.3191013038158417,3534731200,0.3191013038158417
1988-07-01,0.32082680774940653,0.327725837752352,0.29150349486246285,0.30616477131843567,2186419200,0.30616477131843567
1988-08-01,0.3070271988705583,0.31565178842613656,0.270804848525045,0.27511754631996155,2653313600,0.27511754631996155
1988-09-01,0.27477203709934106,0.30587783876708385,0.26094716201194,0.29896578192710876,3060321600,0.29896578192710876
1988-10-01,0.29723789592953725,0.29896589928135436,0.259218453537092,0.26699531078338623,3563649600,0.26699531078338623
1988-11-01,0.2661311826723582,0.27477202632750924,0.24539346707755444,0.2600831389427185,2939865600,0.2600831389427185
1988-12-01,0.2616358898762883,0.2910912036895752,0.2599025167342006,0.2789624035358429,2946070400,0.2789624035358429
1989-01-01,0.27896228673975587,0.3049524396229726,0.25123954799076476,0.26163578033447266,7345833600,0.26163578033447266
1989-02-01,0.26163573909548204,0.278962242769764,0.24430842573690303,0.25123950839042664,4886268800,0.25123950839042664
1989-03-01,0.25193235357585775,0.25366971713357617,0.23281991618768313,0.24758820235729218,3859676800,0.24758820235729218
1989-04-01,0.24671945161098313,0.2892876769869271,0.23542589571378833,0.27104392647743225,3966424000,0.27104392647743225
1989-05-01,0.2675692512940595,0.34054268346516664,0.2675692512940595,0.3318551480770111,5253382400,0.3318551480770111
1989-06-01,0.33258216297066123,0.34999529835228527,0.2751208527755027,0.2873097360134125,3941280000,0.2873097360134125
1989-07-01,0.2907921418252818,0.292533288515075,0.2629320511543154,0.27686208486557007,3688630400,0.27686208486557007
1989-08-01,0.27686192879501825,0.3186520296196338,0.2733788236829071,0.3099454641342163,3352305600,0.3099454641342163
1989-09-01,0.31068095564842224,0.3263901300732747,0.30020924466466187,0.31068095564842224,2020849600,0.31068095564842224
1989-10-01,0.31068093758623855,0.35169836798881804,0.29671785699566466,0.3246448338031769,4125049600,0.3246448338031769
1989-11-01,0.3228986908679207,0.3298806378949455,0.2967178110365927,0.30893561244010925,2524939200,0.30893561244010925
1989-12-01,0.3114465125102404,0.3201952434005273,0.22746153666531718,0.24670778214931488,5941185600,0.24670778214931488
1990-01-01,0.24670766460532886,0.27120347335135975,0.22483625661836348,0.23795893788337708,3747497600,0.23795893788337708
1990-02-01,0.24145890980924523,0.24670766460532886,0.22571103351036165,0.23795893788337708,2483891200,0.23795893788337708
1990-03-01,0.23521513094461555,0.30455126896111756,0.23345991709957953,0.28260937333106995,4556473600,0.28260937333106995
1990-04-01,0.2808541713605531,0.3106945657093458,0.2676891881054032,0.27646610140800476,3642475200,0.27646610140800476
1990-05-01,0.2790988611914438,0.3001623367424246,0.27207716363996615,0.2896310091018677,4115630400,0.2896310091018677
1990-06-01,0.29131471936537695,0.31595763306265673,0.26403086902276285,0.31507760286331177,3952054400,0.31507760286331177
1990-07-01,0.31331667547448205,0.33619950374221474,0.2816334047936593,0.29571494460105896,4163812800,0.29571494460105896
1990-08-01,0.295714936597317,0.3080363922888719,0.23586774187426024,0.26051065325737,3128339200,0.26051065325737
1990-09-01,0.25776729508495116,0.2648289345304354,0.19244295201527986,0.20480166375637054,2206948800,0.20480166375637054
1990-10-01,0.20833243358787265,0.2259873637931964,0.17125633291343606,0.21716029942035675,5056116800,0.21716029942035675
1990-11-01,0.21539405303565218,0.2718912959098816,0.21009781956672668,0.2595326006412506,3254608000,0.2595326006412506
1990-12-01,0.26394299551147477,0.32062913952006294,0.26217166585419616,0.3046864867210388,4094092800,0.3046864867210388
1991-01-01,0.30291421772933436,0.3968003712420002,0.29760027843150016,0.393257737159729,7037307200,0.393257737159729
1991-02-01,0.3932578775809635,0.4410866358489436,0.38794313224644855,0.40565791726112366,5545780800,0.40565791726112366
1991-03-01,0.4047363458211698,0.4988192590729698,0.4047363458211698,0.4828430414199829,5210598400,0.4828430414199829
1991-04-01,0.4828431058512248,0.5201214260342878,0.3869843413859937,0.3905344307422638,7243051200,0.3905344307422638
1991-05-01,0.34083001848366457,0.3816592356094311,0.312427714451015,0.3337298631668091,7972843200,0.3337298631668091
1991-06-01,0.3345837530034451,0.3523804014323458,0.28653172347056755,0.295430451631546,4091662400,0.295430451631546
1991-07-01,0.3007692740204994,0.3434825667931796,0.29721012403529784,0.3292442560195923,3783494400,0.3292442560195923
1991-08-01,0.3274646303454184,0.3950936971419328,0.32568503186667896,0.37729623913764954,4172649600,0.37729623913764954
1991-09-01,0.3763644378489236,0.3817160724898119,0.3317719597674386,0.3531759977340698,2393070400,0.3531759977340698
1991-10-01,0.35139238107500514,0.40133651755392474,0.3317719593777521,0.36744561791419983,3593990400,0.36744561791419983
1991-11-01,0.365661998150023,0.3942020707387232,0.33890632757405603,0.36209478974342346,3696033600,0.36209478974342346
1991-12-01,0.3629656712852605,0.414817807729646,0.3468738256826586,0.40319567918777466,2607169600,0.40319567918777466
1992-01-01,0.3987259217678804,0.49348986766119346,0.3969380160265722,0.4630940854549408,4703160000,0.4630940854549408
1992-02-01,0.46309390130385125,0.500642055463623,0.44163756084640465,0.48276233673095703,2534996800,0.48276233673095703
1992-03-01,0.4854566915169959,0.4908303926934906,0.4138023517888935,0.4173848032951355,2985662400,0.4173848032951355
1992-04-01,0.41021988275355775,0.4388812634465192,0.3797664153673076,0.43081989884376526,3931390400,0.43081989884376526
1992-05-01,0.4299242723208069,0.4532120011031811,0.41738480700366765,0.4281330704689026,2703724800,0.4281330704689026
1992-06-01,0.4102198800258004,0.42634179594165855,0.30632085098760375,0.34393924474716187,4851683200,0.34393924474716187
1992-07-01,0.3446311338842073,0.3554009946182406,0.312322414430884,0.33565694093704224,3632809600,0.33565694093704224
1992-08-01,0.3356569575391693,0.3392466396886355,0.2979628864626543,0.3302716314792633,2746531200,0.3302716314792633
1992-09-01,0.33295883608036253,0.3599562414359869,0.31496139887106794,0.3248603641986847,3055662400,0.3248603641986847
1992-10-01,0.32216089873936654,0.3887525125620451,0.29876363741010437,0.3779537081718445,3531427200,0.3779537081718445
1992-11-01,0.37795370614125473,0.4283475336267553,0.3707542309171051,0.4139494001865387,3126547200,0.4139494001865387
1992-12-01,0.413026670098147,0.4418841563530023,0.3931865914300011,0.43106240034103394,3334318400,0.43106240034103394
1993-01-01,0.4292588233947754,0.47074156436477044,0.41302660144800246,0.4292588233947754,5542264000,0.4292588233947754
